product_name,price,review_count,star_rating,category,product_link,search_keyword,price_category,review_category,star_rating_category
DELL 戴爾 Inspiron 3030T系列 - i5處理器 / 8G記憶體 / 512G SSD / Win11家用版電腦(3030T-R1508BTWW),17699,1,5,電腦,https://24h.pchome.com.tw/prod/DSAA99-1900HJIH7,桌上型電腦,高,少,非常高
ACER 宏碁 Aspire TC-1770系列 - i3處理器 - 8G記憶體 /512G SSD / Win11家用版電腦,13990,8,5,電腦,https://24h.pchome.com.tw/prod/DSAA2P-A900GO7CD,桌上型電腦,高,多,非常高
ACER 宏碁 Revo Box 系列 - i3處理器 / 8G記憶體 / 128G SSD / Win11S版迷你電腦(RB102),9990,13,5,電腦,https://24h.pchome.com.tw/prod/DSAA2P-A900HGXO1,桌上型電腦,高,多,非常高
LENOVO 聯想 ThinkCentre Neo 50t Gen4系列 - i5處理器 - 16G記憶體 / 1TB SSD / 無作業系統電腦,17900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAM1I-1900HSUZV,桌上型電腦,高,少,低
ACER 宏碁 Aspire XC-840系列 - 賽揚處理器 - 8G記憶體 /  256G SSD / Win11家用版電腦,8888,37,5,電腦,https://24h.pchome.com.tw/prod/DSAA2P-A900GE9IZ,桌上型電腦,高,非常多,非常高
ACER 宏碁 Revo Box 系列 - i5處理器 / 8G記憶體 / 256G SSD / Win11家用版迷你電腦(RB610),13990,6,5,電腦,https://24h.pchome.com.tw/prod/DSAANA-A900HZBAY,桌上型電腦,高,多,非常高
ASUS 華碩 S500TE系列 - i5處理器 / 16G記憶體 / 1T SSD  / Win11家用版電腦(H-S500TE-513500044W),19990,1,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900I32F3,桌上型電腦,高,少,非常高
MOREFINE M8 迷你電腦(N100/16G/256G SSD/W11)買就送 1+3 (1QC2.0+3U) 車用充電器 (6.6A),8190,0,0,電腦,https://24h.pchome.com.tw/prod/DSAALZ-A900HS6IK,桌上型電腦,高,少,低
ASUS 華碩 PN50系列 - R7處理器 / 16G記憶體 / 512G SSD / Win11家用版電腦(PN50-E1-48UBPKA),14900,8,5,電腦,https://24h.pchome.com.tw/prod/DSAA35-1900HTJ0A,桌上型電腦,高,多,非常高
MSI 微星 太空山X Intel 14代 Core I7  二十核心 RTX4060 電競遊戲繪圖電腦主機,32700,1,5,電腦,https://24h.pchome.com.tw/prod/DSAURA-A900HNWK1,桌上型電腦,高,少,非常高
微星{黑神話} AMD  R9-7900X  十二核心處理器 GeForce RTX 4070 SUPER (白) 電競遊戲繪圖電腦主機,49990,1,5,電腦,https://24h.pchome.com.tw/prod/DSAURA-A900HS5ST,桌上型電腦,高,少,非常高
ASUS 華碩 NUC系列 - Ultra 5 處理器 - 16G記憶體 / 512G SSD / Win11家用版電腦,24990,1,5,電腦,https://24h.pchome.com.tw/prod/DSAA35-1900I21X6,桌上型電腦,高,少,非常高
ASUS 華碩 E5402系列 - i7處理器-16G記憶體 / 512G SSD / Win11專業版液晶電腦(E5402WHAK-1170BA004X),23990,2,5,電腦,https://24h.pchome.com.tw/prod/DSAM8F-A900HXLIL,桌上型電腦,高,中,非常高
Intel 英特爾 系列【mini烏鴉】i5-1240P十二核 迷你電腦《RNUC12WSHi50001》,19688,0,0,電腦,https://24h.pchome.com.tw/prod/DSBC6A-A900HC25S,桌上型電腦,高,少,低
ASUS 華碩 S500TE系列-賽揚處理器-8G記憶體/256G SSD/Win11家用版電腦(H-S500TE-0G6900016W),10490,13,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900HFXZS,桌上型電腦,高,多,非常高
LENOVO 聯想 ThinkCentre Neo 50t Gen5系列 - i3處理器 / 16G記憶體 / 1TB + 256G SSD / Win11專業版電腦,17900,1,5,電腦,https://24h.pchome.com.tw/prod/DSAM1I-1900I1YT3,桌上型電腦,高,少,非常高
DELL 戴爾 Inspiron 3030S系列 - i3處理器 - 16G記憶體 / 512G SSD / Win11家用版電腦,15388,3,5,電腦,https://24h.pchome.com.tw/prod/DSAAKJ-1900HTCTT,桌上型電腦,高,中,非常高
ASUS 華碩 D901MDR系列 - i9處理器 - 16G記憶體 / 1TB SSD / RTX4060顯卡 / Win11專業版電腦,75000,0,0,電腦,https://24h.pchome.com.tw/prod/DSAM2F-A900HH27M,桌上型電腦,高,少,低
MOREFINE M6S 迷你電腦(N100/12G/256G/W11)買就送 1+3 (1QC2.0+3U) 車用充電器 (6.6A),7116,22,5,電腦,https://24h.pchome.com.tw/prod/DSAALZ-A900GTNH5,桌上型電腦,高,非常多,非常高
DELL 戴爾 Inspiron 3030S系列 - i5處理器 / 8G記憶體 / 512G SSD / Win11家用版電腦(3030S-R1508BTW),16999,0,0,電腦,https://24h.pchome.com.tw/prod/DSAA99-1900HTCC5,桌上型電腦,高,少,低
MSI 微星 PRO DP180系列 - i7處理器 /16G記憶體 / 1T SSD / Win11專業版電腦(14-276TW),31900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAA5Y-A900HNFNM,桌上型電腦,高,少,低
ACER 宏碁 Aspire TC-1770系列 - i5處理器 / 16G記憶體 / 1T SSD / Win11家用版電腦,18900,3,5,電腦,https://24h.pchome.com.tw/prod/DSAA2P-A900HPLW9,桌上型電腦,高,中,非常高
ACER 宏碁 Nitro N50-650系列 - i5處理器 / 16G記憶體 / 1T+512G SSD / RTX3060顯卡 / Win11家用版電腦,26990,7,5,電腦,https://24h.pchome.com.tw/prod/DSAAJN-A900GMK5T,桌上型電腦,高,多,非常高
MSI 微星 {寶貝老闆X} AMD Ryzen 5 四核心 文書 輕遊戲 電腦主機,6590,3,5,電腦,https://24h.pchome.com.tw/prod/DSAURA-A900G49R6,桌上型電腦,高,中,非常高
Apple 蘋果 Mac mini Apple M4 晶片配備 10 核心 CPU、10 核心 GPU、16 核心 16GB記憶體 256GB SSD,19900,0,0,電腦,https://24h.pchome.com.tw/prod/DYAJFD-A900I5GJU,桌上型電腦,高,少,低
ASUS 華碩 H-S501MER-513400003W i5 RTX4060 桌上型電腦,32990,0,0,電腦,https://24h.pchome.com.tw/prod/DCBE25-A900HHRXY,桌上型電腦,高,少,低
ASUS 華碩 S500TE系列 - i5處理器 - 8G記憶體 / 512G SSD / Win11家用版電腦(H-S500TE-513400051W),17990,7,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900HM0OM,桌上型電腦,高,多,非常高
ACER Predator Revo Box RB610 迷你電腦 【CM7305/4G/128G UFS/W11P】,7990,1,5,電腦,https://24h.pchome.com.tw/prod/DCBE19-A900H06XR,桌上型電腦,高,少,非常高
LENOVO 聯想 ThinkCentre Neo 50t系列 - i3處理器 - 16G記憶體 / 512G SSD / Win11專業版電腦(Gen5),15900,2,5,電腦,https://24h.pchome.com.tw/prod/DSAM1I-1900I5DNB,桌上型電腦,高,中,非常高
MSI 微星 CUBI 5系列 - i5處理器/ 無作業系統 /迷你電腦,11990,2,5,電腦,https://24h.pchome.com.tw/prod/DSAA5Y-A900HNFKX,桌上型電腦,高,中,非常高
PX 大通   1切6座4尺USB電源延長線 1.2M 1.2米(PEC-316P4W),499,0,0,電腦,https://24h.pchome.com.tw/prod/DSAO30-A900H386V,桌上型電腦,中低,少,低
"PX 大通 網路線材 2年保固,堅持高品質 超乎期待!! LC6-3M 網路線 Cat6 網路線 高速傳輸乙太網路線 高屏蔽抗干擾網路線 3M 3米",259,0,0,電腦,https://24h.pchome.com.tw/prod/DCAC2M-A900FULXQ,桌上型電腦,低,少,低
PX 大通 10合1高效能! HUB Type c 轉接頭/集線器 4K高畫質影音轉換器USB-A/USB-C 10G極速傳輸 (UCH-2210SRA),1990,0,0,電腦,https://24h.pchome.com.tw/prod/DCADJ5-A900HF1FF,桌上型電腦,中高,少,低
PX 大通 7合1高效能! HUB Type c 轉接頭/集線器 4K高畫質影音轉換器USB-A/USB-C 10G極速傳輸 (UCH-2110S),1111,0,0,電腦,https://24h.pchome.com.tw/prod/DCADJ5-A900HF1G8,桌上型電腦,中高,少,低
"PX 大通 網路線材 2年保固,堅持高品質 超乎期待!! LC6A-3M 網路線 Cat6A 網路線 超高速傳輸電競專用網路線 高屏蔽抗干擾網路線 3M 3米",329,0,0,電腦,https://24h.pchome.com.tw/prod/DYAPA3-A900HBCQC,桌上型電腦,低,少,低
【DIY電腦】B760 平台 i5-12400 六核文書機-影音追劇機種,14999,2,5,電腦,https://24h.pchome.com.tw/prod/DCBE25-A900HIFQW,桌上型電腦,高,中,非常高
ASUS 華碩 S500SER系列 - i7處理器 / 16G記憶體 / 1TB SSD / Win11家用版電腦 (H-S500SER-714700012W),32990,2,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900HPB1J,桌上型電腦,高,中,非常高
MSI 微星 CUBI 5系列 - i7處理器/ 無作業系統 /迷你電腦,14990,1,5,電腦,https://24h.pchome.com.tw/prod/DSAA5Y-A900HNFL3,桌上型電腦,高,少,非常高
MSI 微星 (DIY)X870平台【機甲先鋒】(R7-9800X3D/X870/32GD5/2TB SSD/RTX4070S/750W/DIY自選升級),65500,0,0,電腦,https://24h.pchome.com.tw/prod/DSAUH0-C900I40C1,桌上型電腦,高,少,低
ASUS 華碩 PN64系列 - i3處理器 / 8G記憶體 / 256G SSD / Win11家用版電腦,17990,0,0,電腦,https://24h.pchome.com.tw/prod/DSAA35-1900HQ647,桌上型電腦,高,少,低
ASUS 華碩 H-S500TE 13代i5/500W電腦,19990,2,5,電腦,https://24h.pchome.com.tw/prod/DCBE19-A900G2KQS,桌上型電腦,高,中,非常高
Apple 蘋果 Mac mini  M2 配備 8 核心 CPU10 核心 GPU16 核心神經網路引擎 256GB SSD,13999,40,5,電腦,https://24h.pchome.com.tw/prod/DYAJC4-1900GG19R,桌上型電腦,高,非常多,非常高
MSI 微星 PRO DP21系列 - i5處理器 / 8G / 512G SSD / Win11專業版迷你電腦(13M-494TW),18900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAA5Y-A900HNFM2,桌上型電腦,高,少,低
ACER 宏碁 VH3760T系列 - i5處理器 - 32G記憶體 / 1TB SSD / Win11家用版電腦,17888,5,5,電腦,https://24h.pchome.com.tw/prod/DSAAFK-1900HQN2H,桌上型電腦,高,多,非常高
GIGABYTE 技嘉 (DIY)H610平台【白月梵星】內顯文書機(i5-12400/16G/1TB_M.2),9999,22,5,電腦,https://24h.pchome.com.tw/prod/DSAURK-A900HH888,桌上型電腦,高,非常多,非常高
ASUS 華碩 S500ME系列 - i7處理器 /16G記憶體 / 1TB SSD / Win11家用版電腦 / 500瓦電源(H-S500ME-713700005W),28990,4,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900HNTN6,桌上型電腦,高,中,非常高
MSI 微星 Infinite S3系列 - i5處理器 / 16G記憶體 / 1TB SSD / RTX4060顯卡 / Win11家用版電競機(12B-1615TW),29900,9,5,電腦,https://24h.pchome.com.tw/prod/DSAA6I-A900HE31L,桌上型電腦,高,多,非常高
ACER Predator Aspire TC-1750 i7-12700 桌上型電腦,24900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAA2P-A900HUOH0,桌上型電腦,高,少,低
ASUS 華碩 S500SE系列 - i3處理器 - 8G記憶體 /512G SSD / Win11家用版電腦(H-S500SE-313100007W),16990,3,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900HLDUV,桌上型電腦,高,中,非常高
DELL 戴爾 Inspiron 3030T系列- i5處理器/ 16G記憶體 / 512G SSD / RTX4060顯卡 / Win11家用版,27900,1,5,電腦,https://24h.pchome.com.tw/prod/DSAA99-1900I3FDB,桌上型電腦,高,少,非常高
MSI 微星 PRO DP21系列 - i3處理器 / 8G / 512G SSD / Win11家用版迷你電腦(13M-492TW),14900,5,5,電腦,https://24h.pchome.com.tw/prod/DSAA5Y-A900HNFLX,桌上型電腦,高,多,非常高
ASUS 華碩 D500TE系列 -i5處理器 - 32G記憶體 / 512G SSD / Win11家用版電腦(H-D500TE-513400225W),19900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAJ1-1900I4LPH,桌上型電腦,高,少,低
MSI 微星 CUBI 5系列 - i7處理器 - 16G記憶體 / 1TB SSD / Win11專業版迷你電腦(12M-273TW),23900,2,5,電腦,https://24h.pchome.com.tw/prod/DSAA5Y-A900HNI1N,桌上型電腦,高,中,非常高
LENOVO 聯想 ThinkCentre Neo 50t系列 - i5處理器 - 32G記憶體 / 1TB SSD / Win11專業版電腦,22900,2,5,電腦,https://24h.pchome.com.tw/prod/DSAM1I-1900I0CGU,桌上型電腦,高,中,非常高
ASUS 華碩 S500TE系列 - i7處理器 / 8G記憶體 / 512G SSD / Win11家用版電腦 / 500瓦電源(H-S500TE-713700006W),26990,2,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900H546M,桌上型電腦,高,中,非常高
ASUS 華碩 S500SE系列 - i3處理器 - 8G記憶體 / 512G SSD / Win11家用版電腦 (H-S500SE-313100007W),16990,3,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900HKICU,桌上型電腦,高,中,非常高
MSI 微星 PRO DP180 14-275TW 桌上型電腦,20900,0,0,電腦,https://24h.pchome.com.tw/prod/DCBE19-A900HR5MM,桌上型電腦,高,少,低
DELL 戴爾 Inspiron 3030S 商用薄型電腦(i7-14700/16G/1TB+512G SSD/W11P)特仕桌上型電腦,31900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAHP-A900H8P2Y,桌上型電腦,高,少,低
MSI 微星 微星B760{山河X} Intel 14代 (I5-14400F/RTX4060/32G/1TB SSD) 電競遊戲繪圖機,26350,7,5,電腦,https://24h.pchome.com.tw/prod/DSAURA-A900HITFJ,桌上型電腦,高,多,非常高
ACER Predator N50-650 12代i5+RTX4060S 桌上型電腦,27900,1,5,電腦,https://24h.pchome.com.tw/prod/DCBE19-A900HLMNS,桌上型電腦,高,少,非常高
ASUS 華碩 i5處理器 - 16G記憶體/ 1TB SSD / RTX4060Ti顯卡 / Win11家用版電競機 / 700瓦電源(G16CHR-51440F027W),42990,3,5,電腦,https://24h.pchome.com.tw/prod/DSAAER-A900HBLUB,桌上型電腦,高,中,非常高
Apple 蘋果 Mac mini  M2 配備 8 核心 CPU10 核心 GPU16 核心神經網路引擎 512GB SSD,20999,8,5,電腦,https://24h.pchome.com.tw/prod/DYAJC4-1900GG19N,桌上型電腦,高,多,非常高
MSI 微星 微星H610{小飛象X}Intel 12代 (I5-12400/16G/1TB M.2) 影音文書機,9990,10,5,電腦,https://24h.pchome.com.tw/prod/DSAURA-A900HLC1D,桌上型電腦,高,多,非常高
DELL 戴爾 Inspiron 3030T 商用電腦(i7-14700/16G/1TB+1TB SSD/W11P)特仕桌上型電腦,34900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAHP-A900H8Y0M,桌上型電腦,高,少,低
DELL 戴爾 Inspiron 3030T 商用電腦(i7-14700/32G/2TB+2TB SSD/W11P)特仕桌上型電腦,42900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAHP-A900H8YAS,桌上型電腦,高,少,低
MSI 微星 PRO DP180 14-274TW 桌上型電腦 (i5-14400/16G/1T SSD/RTX3060-8G/Win11Pro-16G特仕版),31900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAFT-A900HNW5Y,桌上型電腦,高,少,低
ASRock 華擎 DeskMeet X600 AMD 準系統,6790,2,5,電腦,https://24h.pchome.com.tw/prod/DSBC02-A900HGRR6,桌上型電腦,高,中,非常高
DELL 戴爾 Inspiron 3030S 商用薄型電腦(i7-14700/32G/2TB+512G SSD/W11P)特仕桌上型電腦,36900,1,5,電腦,https://24h.pchome.com.tw/prod/DSAAHP-A900H8PRT,桌上型電腦,高,少,非常高
ASRock 華擎 【南紡購物中心】   Deskmini X300 Mini-STX準系統(彩盒內含專用風扇),5190,3,5,電腦,https://24h.pchome.com.tw/prod/DSBC02-A900B0K6F,桌上型電腦,高,中,非常高
ASUS 華碩 S500SE系列 - i3處理器 - 16G記憶體 / 512G SSD / Win11家用版電腦,17490,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAFB-1900HKYKT,桌上型電腦,高,少,低
MSI 微星 Cubi N ADL系列 - N 處理器 - 16G記憶體 / 1TB+512G SSD / Win11 專業版電腦,15900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAFT-A900HPL4U,桌上型電腦,高,少,低
MSI 微星 CUBI 5系列 - i3處理器迷你準系統(白色),8990,0,0,電腦,https://24h.pchome.com.tw/prod/DSAA5Y-A900HNFK7,桌上型電腦,高,少,低
ASUS 華碩 B760商用電腦i5-13500/16G/512G+1TB/Win10/Win11 Pro專業版/3Y,33800,0,0,電腦,https://24h.pchome.com.tw/prod/DSBC02-A900H22HH,桌上型電腦,高,少,低
ASUS 華碩 B760商用電腦i5-13500/32G/512G+1TB/Win10/Win11 Pro專業版/3Y,36800,0,0,電腦,https://24h.pchome.com.tw/prod/DSBC02-A900H22HK,桌上型電腦,高,少,低
ASUS 華碩 B760商用電腦i5-13500/32G/512G+1TB/A400/Win10/11 Pro專業版,43800,0,0,電腦,https://24h.pchome.com.tw/prod/DSBC02-A900HSLOQ,桌上型電腦,高,少,低
MSI 微星 PRO DP180系列 - i7處理器 - 16G記憶體 / 2TB+512G SSD / Win11 專業版電腦,35900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAFT-A900HCRGC,桌上型電腦,高,少,低
ASUS 華碩 H-S500TE 13代i5/500W無系統,16990,0,0,電腦,https://24h.pchome.com.tw/prod/DCBE19-A900HC7NG,桌上型電腦,高,少,低
DELL 戴爾 Inspiron 3020S系列-i7處理器-32G記憶體/2TB+2TB SSD/ Win11 專業版電腦,39900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAHP-A900GBRL5,桌上型電腦,高,少,低
DELL 戴爾 Inspiron 3020S系列-i7處理器-16G記憶體/1TB+512SSD/Win11 專業版電腦,34900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAHP-A900GBRIF,桌上型電腦,高,少,低
MSI 微星 Infinite S3系列 - i7處理器 - 32G記憶體 / 2TB+2TB SSD / RTX4060電競顯卡 / Win11 專業版電腦,58900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAFT-A900H1MRQ,桌上型電腦,高,少,低
ASUS 華碩 Q670商用電腦i7-13700/64G/512G+1TB/A400/Win10/11 Pro專業版,55900,0,0,電腦,https://24h.pchome.com.tw/prod/DSBC02-A900HS9ZO,桌上型電腦,高,少,低
ASUS 華碩 B760商用電腦i5-13500/16G/512G+1TB/A400/Win10/11 Pro專業版,40800,0,0,電腦,https://24h.pchome.com.tw/prod/DSBC02-A900HSK79,桌上型電腦,高,少,低
ASUS 華碩 Q670商用電腦i7-13700/16G/512G+1TB/A400/Win10/11 Pro專業版,46900,0,0,電腦,https://24h.pchome.com.tw/prod/DSBC02-A900HS9ZU,桌上型電腦,高,少,低
ASUS 華碩 H-S501MD-51240F059W 12代i5+RTX3050,24800,0,0,電腦,https://24h.pchome.com.tw/prod/DCBE19-A900GN78I,桌上型電腦,高,少,低
LENOVO 聯想 (商用) Neo 50t (i5-12400/16G/1TB+512SSD/W11P),20900,1,5,電腦,https://24h.pchome.com.tw/prod/DSAAFS-A900HC1CL,桌上型電腦,高,少,非常高
MSI 微星 平台 GeForce RTX 3050,21590,0,0,電腦,https://24h.pchome.com.tw/prod/DSAULE-A900FCNVI,桌上型電腦,高,少,低
ASUS 華碩 H-S500TE 13代i7/500W無系統,23880,1,5,電腦,https://24h.pchome.com.tw/prod/DCBE19-A900HC7NX,桌上型電腦,高,少,非常高
Leadtek 麗臺 WS830 (W-2245/128G/4TB+4TB SSD/RTX A4500-24G/W11P),249900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAMAT-A900H7BPB,桌上型電腦,高,少,低
MSI 微星 PRO DP180 i7-14700F/32G/2TB+2TB SSD/RTX4060/W11P,49900,1,5,電腦,https://24h.pchome.com.tw/prod/DSAAFT-A900HCRKG,桌上型電腦,高,少,非常高
iStyle W680T 商用水冷工作站 (i9-13900/W680/128G ECC/8TB+8TB SSD/RTX4090-24G/1000W/W11P),219900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAUJV-A900HQMZ9,桌上型電腦,高,少,低
GIGABYTE 技嘉 【南紡購物中心】  工作站 W331-Z00 (R5-4650G/B550/8G/1TB/500W 80銅),17599,1,5,電腦,https://24h.pchome.com.tw/prod/DSBC02-A900FY9BR,桌上型電腦,高,少,非常高
ACER 宏碁 Revo Box RB610 五核心,19900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAMF-A900HCBKY,桌上型電腦,高,少,低
DELL 戴爾 Vostro Tower 3020系列-i5處理器-32G記憶體/2TB+512G SSD/GTX1660/W11P)特仕版,41900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAHP-A900GBKI7,桌上型電腦,高,少,低
LENOVO 聯想 ThinkCentre Neo 50t Gen5系列 - i5處理器 - 16G記憶體 / 1TB SSD / Win11專業版電腦,21900,3,5,電腦,https://24h.pchome.com.tw/prod/DSAM1I-1900I285F,桌上型電腦,高,中,非常高
ASUS 華碩 S500TE系列 - i5處理器 - 16G記憶體 / 512G SSD / Win11家用版電腦,18490,1,5,電腦,https://24h.pchome.com.tw/prod/DSAAFB-1900HN4WV,桌上型電腦,高,少,非常高
ASUS 華碩 S500TE系列-Celeron處理器-8G記憶體/256G SSD/無作業系統電腦(無鍵鼠組)(H-S500TE-0G69000030),8990,11,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900HM0O8,桌上型電腦,高,多,非常高
MSI 微星 Infinite S3系列- i5處理器 /16G記憶體 /1TB SSD/ RTX4060Ti顯卡/Win11家用版電競機(14NUB5-1651TW),37900,7,5,電腦,https://24h.pchome.com.tw/prod/DSAA6I-A900H84QG,桌上型電腦,高,多,非常高
ACER 宏碁 Aspire TC-1780系列 - i5處理器 / 8G記憶體 / 1TB SSD / RTX4060顯卡 / Win11家用版電腦,26990,1,5,電腦,https://24h.pchome.com.tw/prod/DSAA2P-A900HSVDJ,桌上型電腦,高,少,非常高
iStyle A800T AMD雙塔散電競 (R7-9800X3D/X870/128G/8TB+4TB SSD/RTX4090-24G/1200W/W11P),180900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAURH-A900I35S9,桌上型電腦,高,少,低
Apple 蘋果 Mac mini  M2 Pro 配備 10 核心 CPU16 核心 GPU16 核心神經網路引擎 512GB SSD,30999,26,5,電腦,https://24h.pchome.com.tw/prod/DYAJC4-1900GG19D,桌上型電腦,高,非常多,非常高
ACER 宏碁 Predator Orion PO3-650系列 - i5處理器 / 32G記憶體 / 1T SSD / RTX4060顯卡 / Win11家用版電競機,39900,7,5,電腦,https://24h.pchome.com.tw/prod/DSAAJN-A900GMGMO,桌上型電腦,高,多,非常高
ASUS 華碩 S500ME系列 - i5處理器 / 16G記憶體 / 1TB SSD / W11專業版電腦(H-S500ME-513500004X),24990,1,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900I4Z0R,桌上型電腦,高,少,非常高
ASUS 華碩 S500TE系列 - i5處理器 - 8G記憶體 / 512G SSD / Win11家用版電腦,19990,0,0,電腦,https://24h.pchome.com.tw/prod/DSAAGF-1900HN4XA,桌上型電腦,高,少,低
MSI 微星 Infinite E1系列 - i5處理器 / 16G記憶體 / 1TB SSD / RTX3050顯卡 / Win11家用版電競機(12TA-007TW),24990,2,5,電腦,https://24h.pchome.com.tw/prod/DSAA6I-A900HQD43,桌上型電腦,高,中,非常高
MSI 微星 Cubi NUC 系列-Intel Core 5 120U處理器 / 8G記憶體 / 1T SSD /W11迷你電腦 (1M-040TW),19900,0,0,電腦,https://24h.pchome.com.tw/prod/DSAA5Y-A900HPXPQ,桌上型電腦,高,少,低
ASUS 華碩 Celeron 處理器 - 8G記憶體 / 512G SSD / Win11家用版電腦 / 無鍵鼠組(H-S500TE-0G6900013W),11990,2,5,電腦,https://24h.pchome.com.tw/prod/DSAA31-A900HFXZY,桌上型電腦,高,中,非常高
ACER 宏碁 Aspire TC-1770系列 - 賽揚處理器  / 8G記憶體 / 256G SSD / Win11家用版電腦,9999,2,5,電腦,https://24h.pchome.com.tw/prod/DSAA2P-A900HZBBA,桌上型電腦,高,中,非常高
ACER 宏碁 Aspire系列- 27型螢幕/ i5處理器/ 16G記憶體 / 1T SSD / Win11液晶電腦(S27-1755),26888,7,5,電腦,https://24h.pchome.com.tw/prod/DSAA2R-A900GOEQ8,桌上型電腦,高,多,非常高
MSI 微星 微星B760 {戰界} Intel 12代 (I5-12400F/RTX4060TI/32G/1TB M.2) 電競遊戲繪圖電腦主機,24990,0,0,電腦,https://24h.pchome.com.tw/prod/DSAURA-A900I0BWJ,桌上型電腦,高,少,低
ACER 宏碁 Revo Box 系列 -Ultra 5處理器 / 8G記憶體 / 512G SSD / Win11版迷你電腦(RB102),17990,1,5,電腦,https://24h.pchome.com.tw/prod/DSAANA-A900HKAX2,桌上型電腦,高,少,非常高
MSI 微星 Infinite S3系列 - i5處理器 / 16G記憶體 / 1TB SSD / RTX3050顯卡 / Win11家用版電競機(12BTA-1659TW),25900,3,5,電腦,https://24h.pchome.com.tw/prod/DSAA6I-A900HE35B,桌上型電腦,高,中,非常高
